ZaporednaStevilkaOsebeVPN,VremenskeOkoliscine,StanjePrometa,StanjeVozisca,VrstaVozisca
14573002,JASNO,REDEK,SUHO,ASFALT
14574001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14575001,JASNO,REDEK,SUHO,ASFALT
14575002,JASNO,REDEK,SUHO,ASFALT
14576001,OBLAČNO,GOST,SUHO,ASFALT
14576002,OBLAČNO,GOST,SUHO,ASFALT
14577001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14577002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14578001,NEZNANO,REDEK,SUHO,ASFALT
14579001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14579002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14580001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14580002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14581001,JASNO,REDEK,SUHO,ASFALT
14581002,JASNO,REDEK,SUHO,ASFALT
14581003,JASNO,REDEK,SUHO,ASFALT
14582001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14582002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14583001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14584001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14584002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14584003,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14585001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14586001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14587001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14588001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14588002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14589001,DEŽEVNO,REDEK,MOKRO,ASFALT
14589002,DEŽEVNO,REDEK,MOKRO,ASFALT
14590001,JASNO,REDEK,SUHO,ASFALT
14590002,JASNO,REDEK,SUHO,ASFALT
14590003,JASNO,REDEK,SUHO,ASFALT
14591001,OBLAČNO,NEZNANO,SUHO,ASFALT
14591002,OBLAČNO,NEZNANO,SUHO,ASFALT
14592001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14592002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14593001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
14593002,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
14594001,MEGLA,TEKOČ (NORMALEN),SUHO,ASFALT
14595001,MEGLA,TEKOČ (NORMALEN),SUHO,ASFALT
14595002,MEGLA,TEKOČ (NORMALEN),SUHO,ASFALT
14596001,JASNO,NEZNANO,SUHO,ASFALT
14596002,JASNO,NEZNANO,SUHO,ASFALT
14596003,JASNO,NEZNANO,SUHO,ASFALT
14596004,JASNO,NEZNANO,SUHO,ASFALT
14597001,JASNO,NEZNANO,SUHO,ASFALT
14597002,JASNO,NEZNANO,SUHO,ASFALT
14598001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
14599001,OBLAČNO,REDEK,SUHO,ASFALT
14599002,OBLAČNO,REDEK,SUHO,ASFALT
14600001,JASNO,GOST,SUHO,ASFALT
14600002,JASNO,GOST,SUHO,ASFALT
14601001,JASNO,NEZNANO,SUHO,ASFALT
14601002,JASNO,NEZNANO,SUHO,ASFALT
14602001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
14602002,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
14603001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14603002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14604001,JASNO,NEZNANO,SUHO,ASFALT
14604002,JASNO,NEZNANO,SUHO,ASFALT
14605001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14605002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14605003,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14606001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
14606002,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
14607001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14607002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14608001,JASNO,REDEK,SUHO,ASFALT
14608002,JASNO,REDEK,SUHO,ASFALT
14609001,OBLAČNO,GOST,SUHO,ASFALT
14609002,OBLAČNO,GOST,SUHO,ASFALT
14610001,OBLAČNO,TEKOČ (NORMALEN),OSTALO,ASFALT
14610002,OBLAČNO,TEKOČ (NORMALEN),OSTALO,ASFALT
14610003,OBLAČNO,TEKOČ (NORMALEN),OSTALO,ASFALT
14611001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14611002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14612001,DEŽEVNO,REDEK,MOKRO,ASFALT
14612002,DEŽEVNO,REDEK,MOKRO,ASFALT
14613001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14613002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14614001,DEŽEVNO,GOST,MOKRO,ASFALT
14614002,DEŽEVNO,GOST,MOKRO,ASFALT
14615001,DEŽEVNO,TEKOČ (NORMALEN),MOKRO,ASFALT
14615002,DEŽEVNO,TEKOČ (NORMALEN),MOKRO,ASFALT
14616001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14617001,OBLAČNO,REDEK,SUHO,ASFALT
14617002,OBLAČNO,REDEK,SUHO,ASFALT
14618001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
14618002,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
14619001,DEŽEVNO,TEKOČ (NORMALEN),MOKRO,ASFALT
14620001,OBLAČNO,REDEK,MOKRO,ASFALT
14621001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14621002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14622001,OBLAČNO,TEKOČ (NORMALEN),MOKRO,ASFALT
14622002,OBLAČNO,TEKOČ (NORMALEN),MOKRO,ASFALT
14623001,DEŽEVNO,TEKOČ (NORMALEN),MOKRO,ASFALT
14623002,DEŽEVNO,TEKOČ (NORMALEN),MOKRO,ASFALT
14624001,DEŽEVNO,NEZNANO,MOKRO,ASFALT
14624002,DEŽEVNO,NEZNANO,MOKRO,ASFALT
14625001,JASNO,REDEK,MOKRO,ASFALT
14625002,JASNO,REDEK,MOKRO,ASFALT
14626001,JASNO,GOST,SUHO,TLAKOVANO VOZIŠČE
14626002,JASNO,GOST,SUHO,TLAKOVANO VOZIŠČE
14627001,DEŽEVNO,GOST,MOKRO,ASFALT
14627002,DEŽEVNO,GOST,MOKRO,ASFALT
14627003,DEŽEVNO,GOST,MOKRO,ASFALT
14627004,DEŽEVNO,GOST,MOKRO,ASFALT
14627005,DEŽEVNO,GOST,MOKRO,ASFALT
14628001,OBLAČNO,TEKOČ (NORMALEN),MOKRO,ASFALT
14628002,OBLAČNO,TEKOČ (NORMALEN),MOKRO,ASFALT
14629001,JASNO,REDEK,SUHO,ASFALT
14629002,JASNO,REDEK,SUHO,ASFALT
14630001,DEŽEVNO,TEKOČ (NORMALEN),MOKRO,ASFALT
14630002,DEŽEVNO,TEKOČ (NORMALEN),MOKRO,ASFALT
14631001,JASNO,REDEK,SUHO,ASFALT
14631002,JASNO,REDEK,SUHO,ASFALT
14632001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14632002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14633001,DEŽEVNO,TEKOČ (NORMALEN),MOKRO,ASFALT
14633002,DEŽEVNO,TEKOČ (NORMALEN),MOKRO,ASFALT
14633003,DEŽEVNO,TEKOČ (NORMALEN),MOKRO,ASFALT
14634001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14634002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14635001,OBLAČNO,REDEK,SUHO,ASFALT
14635002,OBLAČNO,REDEK,SUHO,ASFALT
14636001,JASNO,GOST,SUHO,ASFALT
14636002,JASNO,GOST,SUHO,ASFALT
14637001,JASNO,REDEK,SUHO,ASFALT
14637002,JASNO,REDEK,SUHO,ASFALT
14638001,JASNO,GOST,SUHO,ASFALT
14639001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14639002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14640001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14640002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14641001,OBLAČNO,TEKOČ (NORMALEN),MOKRO,BETON
14641002,OBLAČNO,TEKOČ (NORMALEN),MOKRO,BETON
14642001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14642002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14643001,JASNO,REDEK,SUHO,ASFALT
14644001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14644002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14645001,OBLAČNO,REDEK,SUHO,ASFALT
14645002,OBLAČNO,REDEK,SUHO,ASFALT
14646001,JASNO,GOST,SUHO,ASFALT
14647001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
14648001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14649001,DEŽEVNO,REDEK,MOKRO,ASFALT
14649002,DEŽEVNO,REDEK,MOKRO,ASFALT
14650001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14650002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14651001,DEŽEVNO,TEKOČ (NORMALEN),MOKRO,ASFALT
14651002,DEŽEVNO,TEKOČ (NORMALEN),MOKRO,ASFALT
14652001,OBLAČNO,NEZNANO,SUHO,ASFALT
14652002,OBLAČNO,NEZNANO,SUHO,ASFALT
14653001,DEŽEVNO,TEKOČ (NORMALEN),MOKRO,ASFALT
14654001,DEŽEVNO,TEKOČ (NORMALEN),MOKRO,ASFALT
14655001,OBLAČNO,TEKOČ (NORMALEN),MOKRO,ASFALT
14656001,JASNO,TEKOČ (NORMALEN),SUHO,TLAKOVANO VOZIŠČE
14656002,JASNO,TEKOČ (NORMALEN),SUHO,TLAKOVANO VOZIŠČE
14657001,DEŽEVNO,TEKOČ (NORMALEN),MOKRO,ASFALT
14658001,JASNO,GOST,SUHO,ASFALT
14658002,JASNO,GOST,SUHO,ASFALT
14659001,OBLAČNO,REDEK,MOKRO,ASFALT
14659002,OBLAČNO,REDEK,MOKRO,ASFALT
14660001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14661001,JASNO,GOST,SUHO,ASFALT
14661002,JASNO,GOST,SUHO,ASFALT
14662001,OBLAČNO,TEKOČ (NORMALEN),MOKRO,ASFALT
14662002,OBLAČNO,TEKOČ (NORMALEN),MOKRO,ASFALT
14663001,OBLAČNO,KOLONA VOZIL,SUHO,ASFALT
14663002,OBLAČNO,KOLONA VOZIL,SUHO,ASFALT
14663003,OBLAČNO,KOLONA VOZIL,SUHO,ASFALT
14664001,JASNO,GOST,SUHO,ASFALT
14664002,JASNO,GOST,SUHO,ASFALT
14665001,DEŽEVNO,REDEK,MOKRO,ASFALT
14665002,DEŽEVNO,REDEK,MOKRO,ASFALT
14666001,OBLAČNO,REDEK,SUHO,ASFALT
14666002,OBLAČNO,REDEK,SUHO,ASFALT
14666003,OBLAČNO,REDEK,SUHO,ASFALT
14667001,JASNO,REDEK,SUHO,ASFALT
14668001,OBLAČNO,GOST,SUHO,ASFALT
14668002,OBLAČNO,GOST,SUHO,ASFALT
14668003,OBLAČNO,GOST,SUHO,ASFALT
14668004,OBLAČNO,GOST,SUHO,ASFALT
14668005,OBLAČNO,GOST,SUHO,ASFALT
14668006,OBLAČNO,GOST,SUHO,ASFALT
14669001,JASNO,KOLONA VOZIL,SUHO,ASFALT
14669002,JASNO,KOLONA VOZIL,SUHO,ASFALT
14670001,OBLAČNO,REDEK,SUHO,ASFALT
14671001,JASNO,GOST,SUHO,ASFALT
14671002,JASNO,GOST,SUHO,ASFALT
14672001,OBLAČNO,REDEK,MOKRO,ASFALT
14673001,OBLAČNO,REDEK,MOKRO,ASFALT
14673002,OBLAČNO,REDEK,MOKRO,ASFALT
14674001,OBLAČNO,REDEK,SUHO,BETON
14674002,OBLAČNO,REDEK,SUHO,BETON
14675001,OBLAČNO,REDEK,SUHO,ASFALT
14676001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
14676002,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
14676003,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
14677001,JASNO,KOLONA VOZIL,SUHO,ASFALT
14677002,JASNO,KOLONA VOZIL,SUHO,ASFALT
14677003,JASNO,KOLONA VOZIL,SUHO,ASFALT
14677004,JASNO,KOLONA VOZIL,SUHO,ASFALT
14677005,JASNO,KOLONA VOZIL,SUHO,ASFALT
14677006,JASNO,KOLONA VOZIL,SUHO,ASFALT
14677007,JASNO,KOLONA VOZIL,SUHO,ASFALT
14678001,OBLAČNO,REDEK,SUHO,ASFALT
14678002,OBLAČNO,REDEK,SUHO,ASFALT
14679001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
14679002,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
14680001,JASNO,REDEK,SUHO,ASFALT
14681001,OBLAČNO,REDEK,MOKRO,ASFALT
14681002,OBLAČNO,REDEK,MOKRO,ASFALT
14681003,OBLAČNO,REDEK,MOKRO,ASFALT
14682001,OBLAČNO,TEKOČ (NORMALEN),MOKRO,ASFALT
14682002,OBLAČNO,TEKOČ (NORMALEN),MOKRO,ASFALT
14683001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14684001,JASNO,REDEK,SUHO,ASFALT
14685001,OBLAČNO,TEKOČ (NORMALEN),MOKRO,ASFALT
14685002,OBLAČNO,TEKOČ (NORMALEN),MOKRO,ASFALT
14686001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14686002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14687001,JASNO,REDEK,SUHO,ASFALT
14688001,JASNO,NEZNANO,SUHO,ASFALT
14688002,JASNO,NEZNANO,SUHO,ASFALT
14689001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14689002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14690001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
14690002,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
14690003,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
14691001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
14691002,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
14692001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14693001,OBLAČNO,REDEK,MOKRO,ASFALT
14693002,OBLAČNO,REDEK,MOKRO,ASFALT
14693003,OBLAČNO,REDEK,MOKRO,ASFALT
14694001,NEZNANO,NEZNANO,SUHO,ASFALT
14695001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
14696001,OBLAČNO,REDEK,SUHO,MAKADAM
14696002,OBLAČNO,REDEK,SUHO,MAKADAM
14697001,JASNO,TEKOČ (NORMALEN),MOKRO,ASFALT
14697002,JASNO,TEKOČ (NORMALEN),MOKRO,ASFALT
14698001,NEZNANO,TEKOČ (NORMALEN),SUHO,ASFALT
14699001,NEZNANO,NEZNANO,SUHO,ASFALT
14699002,NEZNANO,NEZNANO,SUHO,ASFALT
14700001,JASNO,REDEK,SUHO,ASFALT
14701001,OBLAČNO,REDEK,SUHO,ASFALT
14702001,JASNO,REDEK,SUHO,ASFALT
14702002,JASNO,REDEK,SUHO,ASFALT
14703001,JASNO,GOST,SUHO,ASFALT
14703002,JASNO,GOST,SUHO,ASFALT
14704001,JASNO,REDEK,SUHO,ASFALT
14704002,JASNO,REDEK,SUHO,ASFALT
14705001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14705002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14706001,OBLAČNO,KOLONA VOZIL,SUHO,ASFALT
14706002,OBLAČNO,KOLONA VOZIL,SUHO,ASFALT
14707001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
14707002,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
14708001,OBLAČNO,TEKOČ (NORMALEN),MOKRO,ASFALT
14709001,JASNO,REDEK,SUHO,ASFALT
14710001,JASNO,REDEK,SUHO,ASFALT
14710002,JASNO,REDEK,SUHO,ASFALT
14711001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14711002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14712001,OBLAČNO,REDEK,MOKRO,ASFALT
14712002,OBLAČNO,REDEK,MOKRO,ASFALT
14713001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14713002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14713003,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14714001,JASNO,NEZNANO,SUHO,ASFALT
14714002,JASNO,NEZNANO,SUHO,ASFALT
14715001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14715002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14716001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
14717001,NEZNANO,NEZNANO,SUHO,MAKADAM
14718001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14718002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14718003,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14719001,JASNO,REDEK,SUHO,ASFALT
14719002,JASNO,REDEK,SUHO,ASFALT
14720001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14720002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14721001,NEZNANO,NEZNANO,SUHO,MAKADAM
14722001,MEGLA,REDEK,SUHO,ASFALT
14723001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
14723002,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
14724001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
14724002,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
14724003,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
14725001,JASNO,KOLONA VOZIL,SUHO,ASFALT
14725002,JASNO,KOLONA VOZIL,SUHO,ASFALT
14726001,JASNO,REDEK,SUHO,ASFALT
14726002,JASNO,REDEK,SUHO,ASFALT
14727001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14727002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14728001,NEZNANO,NEZNANO,SUHO,ASFALT
14729001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
14730001,JASNO,GOST,SUHO,ASFALT
14730002,JASNO,GOST,SUHO,ASFALT
14731001,NEZNANO,TEKOČ (NORMALEN),MOKRO,ASFALT
14732001,DEŽEVNO,TEKOČ (NORMALEN),MOKRO,ASFALT
14732002,DEŽEVNO,TEKOČ (NORMALEN),MOKRO,ASFALT
14733001,JASNO,GOST,SUHO,ASFALT
14733002,JASNO,GOST,SUHO,ASFALT
14733003,JASNO,GOST,SUHO,ASFALT
14734001,OBLAČNO,REDEK,SUHO,ASFALT
14735001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14736001,JASNO,REDEK,SUHO,ASFALT
14737001,JASNO,GOST,SUHO,ASFALT
14737002,JASNO,GOST,SUHO,ASFALT
14738001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
14738002,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
14739001,OBLAČNO,REDEK,SUHO,ASFALT
14740001,JASNO,REDEK,SUHO,ASFALT
14740002,JASNO,REDEK,SUHO,ASFALT
14741001,OBLAČNO,REDEK,SUHO,ASFALT
14742001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
14742002,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
14743001,JASNO,NEZNANO,SUHO,ASFALT
14744001,JASNO,TEKOČ (NORMALEN),MOKRO,ASFALT
14745001,OBLAČNO,REDEK,SUHO,ASFALT
14745002,OBLAČNO,REDEK,SUHO,ASFALT
14746001,DEŽEVNO,TEKOČ (NORMALEN),MOKRO,ASFALT
14746002,DEŽEVNO,TEKOČ (NORMALEN),MOKRO,ASFALT
14747001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14747002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14748001,DEŽEVNO,TEKOČ (NORMALEN),MOKRO,ASFALT
14748002,DEŽEVNO,TEKOČ (NORMALEN),MOKRO,ASFALT
14749001,JASNO,NEZNANO,SUHO,ASFALT
14749002,JASNO,NEZNANO,SUHO,ASFALT
14750001,OBLAČNO,REDEK,SUHO,ASFALT
14750002,OBLAČNO,REDEK,SUHO,ASFALT
14751001,OBLAČNO,NEZNANO,SUHO,MAKADAM
14752001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14752002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14753001,MEGLA,REDEK,MOKRO,ASFALT
14754001,NEZNANO,GOST,SUHO,BETON
14754002,NEZNANO,GOST,SUHO,BETON
14755001,OBLAČNO,GOST,MOKRO,ASFALT
14755002,OBLAČNO,GOST,MOKRO,ASFALT
14755003,OBLAČNO,GOST,MOKRO,ASFALT
14755004,OBLAČNO,GOST,MOKRO,ASFALT
14756001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14757001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14757002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14758001,OBLAČNO,REDEK,SUHO,ASFALT
14758002,OBLAČNO,REDEK,SUHO,ASFALT
14758003,OBLAČNO,REDEK,SUHO,ASFALT
14758004,OBLAČNO,REDEK,SUHO,ASFALT
14759001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
14759002,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
14760001,JASNO,NEZNANO,SUHO,ASFALT
14760002,JASNO,NEZNANO,SUHO,ASFALT
14761001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14761002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14762001,JASNO,GOST,SUHO,ASFALT
14762002,JASNO,GOST,SUHO,ASFALT
14763001,JASNO,TEKOČ (NORMALEN),MOKRO,ASFALT
14763002,JASNO,TEKOČ (NORMALEN),MOKRO,ASFALT
14763003,JASNO,TEKOČ (NORMALEN),MOKRO,ASFALT
14763004,JASNO,TEKOČ (NORMALEN),MOKRO,ASFALT
14764001,OBLAČNO,REDEK,MOKRO,ASFALT
14765001,JASNO,ZASTOJI,SUHO,ASFALT
14766001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14766002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14767001,JASNO,REDEK,SUHO,ASFALT
14767002,JASNO,REDEK,SUHO,ASFALT
14768001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14769001,DEŽEVNO,TEKOČ (NORMALEN),MOKRO,ASFALT
14769002,DEŽEVNO,TEKOČ (NORMALEN),MOKRO,ASFALT
14770001,DEŽEVNO,REDEK,MOKRO,ASFALT
14771001,JASNO,REDEK,MOKRO,ASFALT
14772001,DEŽEVNO,TEKOČ (NORMALEN),MOKRO,ASFALT
14772002,DEŽEVNO,TEKOČ (NORMALEN),MOKRO,ASFALT
14772003,DEŽEVNO,TEKOČ (NORMALEN),MOKRO,ASFALT
14773001,OBLAČNO,GOST,SUHO,ASFALT
14773002,OBLAČNO,GOST,SUHO,ASFALT
14774001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14774002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14775001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14775002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14776001,OBLAČNO,KOLONA VOZIL,SUHO,ASFALT
14776002,OBLAČNO,KOLONA VOZIL,SUHO,ASFALT
14776003,OBLAČNO,KOLONA VOZIL,SUHO,ASFALT
14777001,JASNO,NEZNANO,SUHO,ASFALT
14778001,NEZNANO,NEZNANO,SUHO,ASFALT
14778002,NEZNANO,NEZNANO,SUHO,ASFALT
14779001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14779002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14780001,JASNO,GOST,SUHO,ASFALT
14780002,JASNO,GOST,SUHO,ASFALT
14781001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14781002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14781003,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14781004,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14781005,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14782001,OBLAČNO,TEKOČ (NORMALEN),MOKRO,ASFALT
14783001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
14783002,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
14784001,OBLAČNO,TEKOČ (NORMALEN),MOKRO,ASFALT
14784002,OBLAČNO,TEKOČ (NORMALEN),MOKRO,ASFALT
14785001,NEZNANO,NEZNANO,SUHO,ASFALT
14786001,JASNO,GOST,SUHO,ASFALT
14786002,JASNO,GOST,SUHO,ASFALT
14786003,JASNO,GOST,SUHO,ASFALT
14786004,JASNO,GOST,SUHO,ASFALT
14787001,JASNO,GOST,SUHO,ASFALT
14787002,JASNO,GOST,SUHO,ASFALT
14788001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14789001,JASNO,NEZNANO,SUHO,ASFALT
14790001,JASNO,GOST,SUHO,ASFALT
14790002,JASNO,GOST,SUHO,ASFALT
14791001,DEŽEVNO,NEZNANO,MOKRO,ASFALT
14791002,DEŽEVNO,NEZNANO,MOKRO,ASFALT
14791003,DEŽEVNO,NEZNANO,MOKRO,ASFALT
14792001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14792002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14793001,NEZNANO,NEZNANO,SUHO,ASFALT
14794001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
14794002,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
14795001,JASNO,NEZNANO,MOKRO,ASFALT
14796001,NEZNANO,NEZNANO,OSTALO,ASFALT
14797001,JASNO,REDEK,SUHO,ASFALT
14797002,JASNO,REDEK,SUHO,ASFALT
14798001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14798002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14799001,OBLAČNO,REDEK,SUHO,ASFALT
14799002,OBLAČNO,REDEK,SUHO,ASFALT
14800001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14801001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14801002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14801003,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14802001,JASNO,GOST,SUHO,ASFALT
14802002,JASNO,GOST,SUHO,ASFALT
14803001,DEŽEVNO,GOST,MOKRO,ASFALT
14803002,DEŽEVNO,GOST,MOKRO,ASFALT
14803003,DEŽEVNO,GOST,MOKRO,ASFALT
14804001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14804002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14804003,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14805001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
14806001,OBLAČNO,NEZNANO,MOKRO,ASFALT
14806002,OBLAČNO,NEZNANO,MOKRO,ASFALT
